name,text,keywords,type
855c8450351c98a25ea2ac22a0256c7f,г договор г москва г нижеподписавшиеся гражданин именуемый дальнейшем арендодатель одной стороны гражданин именуемый дальнейшем арендатор стороны заключили настоящий договор нижеследующем предмет договора арендодатель предоставляет арендатор получает временное пользование аренду комнатную квартиру расположенную адресу г москва ул дом корп кв арендодатель предоставляет арендатор получает временное пользование находящиеся квартире предметы мебели бытовую технику срок аренды определяется г г передаваемая аренду квартира используется арендатором проживания права сдачи е субаренду права обязанности арендодателя арендодатель подтверждает получил согласие совершеннолетних лиц зарегистрированных данному адресу владеющих совместно данной жилплощадью сдачу данной квартиры аренду арендодатель подтверждает момент подписания настоящего договора аренды данная квартира продана подарена является предметом судебного спора находится залогом арестом сдана внаем дом период аренды квартиры подлежит сносу капитальному ремонту отселением арендодатель имеет право посещать арендатора предварительным уведомлением арендодатель последствия аварий повреждений происшедших вине арендатора устраняет своими силами арендодатель оплачивает эксплуатационные расходы центральное отопление коммунальные услуги телефон абонентская ежемесячная плата права обязанности арендатора содержать арендуемую квартиру порядке предусмотренном санитарными противопожарными иными нормами установленными действующим действующим законодательством рф предстоящем освобождении снимаемой аренду квартиры известить арендодателя менее недели случае нанесения ущерба арендуемой квартире имуществу находящемуся арендатор обязуется возместить арендодателю причиненный ущерб арендатор оплачивает расход электроэнергии междугородние международные телефонные переговоры различные услуги телефонной связи порядок расчетов арендуемую квартиру арендатором уплачивается месячная плата расчета рублей составляет эквивалентную сумму сша курсу цб день оплаты ежемесячная арендная плата вносится арендатором месяц вперед позднее числа подписании договора арендатором вносится арендодателю оплата месяц впер д размере рублей также залоговая сумма которая возвращается арендатору выезде квартиры размер арендной платы оста тся неизменным течение срок действия договора аренды квартиры порядок изменения расторжение договора настоящий договор вступает силу момента подписания действует течение срока аренды квартиры изменения дополнения настоящему договору могут вноситься соглашению сторон путем подписания дополнительного соглашения являющегося неотъемлемой частью настоящего договора аренды квартиры досрочное расторжение договора аренды наймодателем возможно случаях арендатор нарушил свои обязанности настоящему договору аренды квартиры порядок рассмотрения споров споры сторонами связанные настоящим договором аренды решаются путем взаимных переговоров случае невозможности разрешения переговорным путем будут рассмотрены соответствии законодательством рф паспортные данные сторон арендодатель паспорт серия выдан зарегистрирован адресу подпись арендатор паспорт серия выдан зарегистрирован адресу подпись,аренды квартиры договора аренды получает временное серия выдан выдан зарегистрирован гражданин именуемый именуемый дальнейшем временное пользование паспорт серия зарегистрирован адресу,4
35b6a0f57d909507c5aa9a8972b15f35,приложение приказу ав договор возмездного оказания преп одавательских услуг г санкт петербург г санкт петербургское государственное автономное учреждение центр занятости населения санкт петербурга именуемое дальнейшем заказчик лице директора гороховой юлии александровны действующе го основании устава одной стороны ф основное место работы должность именуемый ая дальнейшем исполнитель стороны именуемые дальнейшем стороны соответствии ст гражданск ого кодекс российской федерации заключили настоящий договор нижеследующем предмет договора договору возмездного оказания услуг исполнитель обязуется заданию заказчика оказать услуги указанные п настоящего договора заказчик обязуется принять оплатить услуги исполнитель обязуется оказать следующие услуги реализации дополнительной профессиональной программы повышения квалификации профессиональной переподготовки теме перечисляются виды услуг учебного плана срок оказания услуг г г место оказания услуг права обязанности сторон исполнитель обязан оказать услуги полном объеме срок указанный п настоящего договора безвозмездно срок установленный заказчиком справить выявленные недостатки процессе оказания услуг исполнитель допустил отступление условий договора ухудшившее качество услуг незамедлительно информировать заказчика возникновении зависящих т обстоятельств которые создают невозможн ость оказания услуг целом установленный настоящим договором срок оказать услуги лично заказчик обязан обеспечить исполнителя необходимыми средствами оборудованием оплатить услуги исполнителя порядке размере указанные разделе настоящего договора цена договора порядок расчетов цена договора определяется соглас смете расходов приложение составляет числе ндфл подлежит,оказания услуг настоящего договора оказать услуги возмездного оказания оплатить услуги цена договора исполнитель обязуется услуг исполнитель разделе настоящего ндфл подлежит,2
6babd660f1a9192017a06b7e93bea919,договор г москва общество ограниченной ответственностью ооо именуемое дальнейшем заказчик лице генерального директора действующего основании устава одной стороны фио именуемый дальнейшем подрядчик стороны дальнейшем совместно именуемые стороны заключили настоящий договор далее договор нижеследующем предмет договора подрядчик обязуется выполнить материалов помощью оборудования заказчика работы текущему ремонту отделке офисного помещения расположенного адресу г москва ул большая академическая д соответствии условиями настоящего договора техническим заданием заказчика заказчик обязуется принять результат работ уплатить подрядчику вознаграждение выполненные работы виды работ ремонту отделке офисного помещения производимых подрядчиком определены техническом задании приложение которое является неотъемлемой частью настоящего договора права обязанности сторон обязанности подрядчика выполнить работы определенные предметом настоящего договора порядке объеме сроки предусмотренные настоящим договором приложением нему приступить выполнению работ сроки предусмотренные п настоящего договора информировать заказчика ходе выполнения работ настоящему договору обеспечить качество выполненных работ соответствующее требованиям действующих нормативов техническим условиям исполнять полученные ходе проведения работ указания заказчика такие указания отразятся качестве выполняемых работ использовать предоставленные заказчиком описи акту материалы экономно расчетливо окончания работ представить заказчику отчет израсходовании материалов также возвратить остаток наличии немедленно известить заказчика получения указаний приостановить работы обнаружении непригодности недоброкачественности предоставленных заказчиком материалов оборудования возможных неблагоприятных заказчика последствий выполнения указаний способе исполнения работы иных обстоятельств угрожающих годности прочности результатов выполняемой работы либо создающих невозможность завершения установленный срок обеспечить сохранность предоставленных заказчиком материалов иного имущества оказавшихся владении связи исполнением настоящего договора обеспечить выполнение обязательных требований безопасности включая меры техники безопасности противопожарной безопасности других правил позднее первого числа отчетного месяца предоставить заказчику экземпляра акта сдачи приемки выполненных работ подписанных своей стороны подрядчик вправе привлекать выполнения работ настоящему договору субподрядчиков приемки работ заказчиком вывезти офисного помещения строительный мусор обязанности заказчика обеспечить подрядчика необходимыми материалами оборудованием выполнения работ настоящему договору заказчик обязан поставить материалы оборудование течение пяти дней заключения настоящего договора поставляемые материалы оборудование должны иметь соответствующие сертификаты технические паспорта другие документы удостоверяющие качество произвести своевременную оплату работ предусмотренных настоящим договором порядке сроки предусмотренные разд настоящего договора принять результат выполненных работ порядке сроки предусмотренные настоящим договором обеспечить доступ подрядчика офисное помещение указанное п настоящего договора заказчик выдает подрядчику экземпляр ключей указанного помещения позднее пяти дней заключения настоящего договора права заказчика заказчик вправе всякое время проверять ход качество работы выполняемой подрядчиком вмешиваясь деятельность подрядчик приступает своевременно исполнению настоящего договора выполняет работу настолько медленно окончание сроку становится явно невозможным заказчик вправе отказаться исполнения настоящего договора потребовать возмещения убытков время выполнения работы станет очевидным выполнена надлежащим образом заказчик вправе назначить подрядчику разумный срок устранения недостатков неисполнении подрядчиком назначенный срок требования отказаться настоящего договора либо устранить недостатки своими силами поручить устранение недостатков третьему лицу отнесением расходов подрядчика также потребовать возмещения убытков заказчик любое время сдачи результата работы отказаться настоящего договора уплатив подрядчику часть установленной цены пропорционально части работы выполненной получения извещения отказе заказчика исполнения настоящего договора заказчик также обязан возместить подрядчику убытки причиненные прекращением настоящего договора пределах разницы ценой определенной работу частью цены выплаченной выполненную работу права подрядчика подрядчик вправе приступать работе приостановить начатую работу случаях нарушение заказчиком своих обязанностей настоящему договору частности непредоставление материала оборудования также необеспечение доступа ремонтируемому помещению препятствует исполнению настоящего договора подрядчиком также наличии обстоятельств очевидно свидетельствующих исполнение указанных обязанностей произведено установленный срок подрядчик наличии обстоятельств указанных пп вправе отказаться исполнения настоящего договора потребовать возмещения убытков сроки выполнения работ работы предусмотренные настоящим договором выполняются подрядчиком следующие сроки начало работ декабря г окончание работ марта г промежуточные сроки определяются техническом задании приложение которое является неотъемлемой частью настоящего договора порядок сдачи приемки работ позднее первого числа отчетного месяца подрядчик предоставляет заказчику экземпляра акта сдачи приемки выполненных работ предъявляет результат работ заказчик течение пяти дней даты получения акта сдачи приемки выполненных работ обязан провести приемку выполненных работ предоставить подрядчику мотивированный отказ приемки работ подрядчик рассматривает представленный заказчиком мотивированный отказ приемки работ течение пяти дней даты получения итогам рассмотрения подрядчиком заявленных заказчиком мотивированном отказе замечаний принимаемым результатам работ сторонами составляется двухсторонний протокол сроками условиями устранения замечаний окончании устранения подрядчиком замечаний отраженных протоколе заказчик обязан принять работы подписать акт сдачи приемки выполненных работ учетом отработанных замечаний работы считаются принятыми заказчиком момента подписания сторонами акта сдачи приемки выполненных работ стоимость работ порядок расчетов стоимость работ настоящему договору составляет пятьдесят тысяч руб оплата работы настоящему договору осуществляется путем выплаты вознаграждения подрядчику кассы ооо бета вычетом налога доходы физических лиц соответствии действующим налоговым законодательством рф оплата работы настоящему договору осуществляется течение десяти дней подписания сторонами акта сдачи приемки выполненных работ стоимость работ изменена сторонами соглашению сторон ответственность сторон риски сторона исполнившая ненадлежащим образом исполнившая свои обязательства настоящему договору обязана возместить стороне причиненные таким неисполнением ненадлежащим исполнением убытки подрядчик представит результат работ соответствии условиями настоящего договора обязан возместить реальный ущерб причиненный заказчику случае нарушения подрядчиком срока выполнения работ установленного п настоящего договора уплачивает заказчику пени размере стоимости работ каждый день просрочки заказчик вправе удержать сумму пеней указанную п настоящего договора суммы вознаграждения подлежащего уплате подрядчику условиям настоящего договора риск случайной гибели случайного повреждения материалов оборудования несет предоставившая сторона риск случайной гибели случайного повреждения результата выполненной работы приемки заказчиком несет подрядчик непреодолимая сила форс мажорные обстоятельства стороны освобождаются ответственности частичное полное неисполнение обязательств настоящему договору неисполнение явилось следствием природных явлений действий внешних объективных факторов прочих обстоятельств непреодолимой силы которые стороны отвечают предотвратить неблагоприятное воздействие которых имеют возможности стороны несут ответственность частичное полное неисполнение обязательств настоящему договору наличии вины случаях предусмотренных законом настоящим договором срок действия договора настоящий договор вступает силу момента подписания действует полного исполнения сторонами своих обязательств настоящему договору настоящий договор расторгнут досрочно письменному соглашению сторон одностороннем порядке отказе одной сторон настоящего договора случаях возможность такого отказа предусмотрена законом настоящим договором иных случаях предусмотренных законом соглашением сторон разрешение споров споры разногласия которые могут возникнуть сторонами будут разрешаться путем переговоров основе действующего законодательства рф неурегулировании процессе переговоров спорных вопросов споры разрешаются суде порядке установленном действующим законодательством рф заключительные положения всем остальном предусмотрено настоящим договором стороны руководствуются действующим законодательством рф любые изменения дополнения настоящему договору действительны условии совершены письменной форме подписаны надлежаще уполномоченными представителями сторон уведомления сообщения должны направляться письменной форме сообщения будут считаться направленными надлежащим образом посланы заказным письмом факсу доставлены лично юридическим почтовым адресам сторон получением расписку соответствующими должностными лицами настоящий договор составлен двух экземплярах имеющих одинаковую юридическую силу одному экземпляру каждой сторон адреса платежные реквизиты сторон подписи сторон,настоящего договора настоящему договору сдачи приемки выполненных работ приемки выполненных настоящим договором акта сдачи работ настоящему приемки работ исполнения настоящего,3
2b408919fd9833dc3f6892aad753f21f,договор подряда номердокумента датадокумента названиеконтр именуемое дальнейшем заказчик лице контрвлице действующего основании устава одной стороны ип фиоип именуемый дальнейшем подрядчик стороны именуемые дальнейшем стороны заключили настоящий договор нижеследующем предмет договора подрядчик обязуется выполнить заданию заказчика работу указанную п настоящего договора сдать результат заказчику заказчик обязуется принять результат работ оплатить подрядчик обязуется выполнить следующие работы соответствии техническим заданием приложение договору далее работы выполнения указанных работ заказчик обязуется представить срок необходимую проектную сметную документацию срок выполнения работ подрядчик имеет право выполнить работы досрочно работа считается выполненной подписания сторонами акта сдачи приемки работ сумма договора порядок расчетов сумма настоящего договора составляет включая ндс оплата настоящему договору производится единовременно поэтапно авансовым т п путем перечисления денежных средств расчетный счет подрядчика наличными денежными средствами размер авансового платежа составляет суммы договора именно включая ндс оплата оставшейся части размере включая ндс производится течение дней дня подписания сторонами акта сдачи приемки работ случае выполнения работ отдельными этапами авансирование осуществляется поэтапно цена работ период действия договора является фиксированной пересмотру подлежит обязательства сторон заказчик имеет право всякое время проверять ход качество работы выполняемой подрядчиком вмешиваясь хозяйственную деятельность отказаться исполнения договора любое время сдачи результата работы уплатив подрядчику часть установленной цены пропорционально части работы выполненной получения извещения отказе заказчика исполнения договора подрядчик обязан выполнить работы объеме сроки предусмотренные календарным планом выполнения работ приложение договору являющимся неотъемлемой частью настоящего договора сдать работы заказчику состоянии соответствующем условиям настоящего договора согласовывать заказчиком заключение договоров субподряда специализи рованными организациями привлекаемыми выполнения работ настоящему договору обеспечивать контроль ходом выполняемых ими работ окончании работы передать результат права заказчику также передать заказчику информацию необходимую эксплуатации иного использования результата работ предоставить срок гарантии нормального функционирования результатов работы месяцев даты подписания сторонами акта сдачи приемки работ акта устранения недостатков исключением случаев преднамеренного повреждения указанных результатов стороны третьих лиц обнаружении период гарантийного срока эксплуатации недостатков работ устранить свой счет срок превышающий гарантийный срок продлевается период устранения недостатков возвратить окончании работ неиспользованные материалы имущество предоставленные заказчиком производства работ состоянии котором предоставлены ранее заказчик обязан течение дней получения подрядчика извещения окончании работы этапа работ либо истечении срока указанного п настоящего договора осмотреть принять результаты работы обнаружении отступлений договора ухудшающих результаты работы иных недостатков работе немедленно уведомить подрядчика оплатить выполненные подрядчиком работы размерах сроки установленные настоящим договором порядок сдачи приемки работ подрядчик обязан письменной форме известить заказчика выполнении работ сдача результатов работ подрядчиком приемка заказчиком производится соответствии гражданским законодательством оформляется актом сдачи приемки работ подписываемым обеими сторонами указанием недостатков случае обнаружения также сроков порядка устранения случае выявления несоответствия результатов выполненных работ условиям настоящего договора заказчик незамедлительно уведомляет подрядчика составляет акт устранения недостатков указанием сроков исправлений направляет подрядчику подрядчик обязан течение дня получения указанного акта устранить выявленные недостатки свой счет датой выполнения работ считается дата подписания сторонами акта сдачи приемки выполненных работ акта устранения недостатков случае выполнения работ отдельными этапами сдача приемка выполненных работ осуществляется поэтапно ответственность сторон нарушение установленного договору конечного срока выполнения работ нарушение сроков выполнения этапов предусмотрены договору подрядчик наличии письменной претензии уплачивает заказчику пеню размере цены работ этапа каждый день просрочки указанной цены несоблюдении предусмотренных настоящим договором сроков платежей заказчик наличии письменной претензии уплачивает подрядчику пеню размере перечисленной срок суммы каждый день просрочки указанной суммы ответственность сторон иных случаях определяется соответствии законодательством российской федерации уплата неустойки освобождает стороны исполнения обязательств настоящему договору устранения нарушений действие обстоятельств непреодолимой силы одна сторон несет ответственность стороной неисполнение обязательств настоящему договору обусловленное действием обстоятельств непреодолимой силы т е чрезвычайных непредотвратимых данных условиях обстоятельств возникших помимо воли желания сторон которые предвидеть избежать числе объявленная фактическая война гражданские волнения эпидемии блокада эмбарго пожары землетрясения наводнения другие природные стихийные бедствия также издание актов государственных органов свидетельство выданное соответствующим компетентным органом является достаточным подтверждением наличия продолжительности действия непреодолимой силы сторона исполняющая обязательств настоящему договору вследствие действия непреодолимой силы должна незамедлительно известить другую сторону таких обстоятельствах влиянии исполнение обязательств договору обстоятельства непреодолимой силы действуют протяжении трех последовательных месяцев настоящий договор расторгнут любой сторон путем направления письменного уведомления стороне порядок разрешения споров споры разногласия возникающие сторонами настоящему договору связи разрешаются путем переговоров ними случае невозможности разрешения разногласий путем переговоров подлежат рассмотрению арбитражном суде согласно порядку установленному законодательством российской федерации порядок изменения расторжения договора любые изменения дополнения настоящему договору имеют силу случае оформлены письменном виде подписаны обеими сторонами досрочное расторжение договора иметь место соответствии п настоящего договора либо соглашению сторон либо основаниях предусмотренных законодательством российской федерации заказчик имеет право расторгнуть договор одностороннем порядке соответствии п настоящего договора возмещения подрядчику убытков связанных расторжением договора сторона решившая расторгнуть настоящий договор должна направить письменное уведомление намерении расторгнуть настоящий договор стороне позднее дней предполагаемого дня расторжения настоящего договора прочие условия настоящий договор вступает действие действует исполнения сторонами своих обязательств договору случае изменения либо сторон местонахождения названия банковских реквизитов прочего обязана течение десяти дней письменно известить другую сторону причем письме необходимо указать оно является неотъемлемой частью настоящего договора настоящий договор составлен двух экземплярах имеющих одинаковую юридическую силу одному экземпляру каждой сторон следующие приложения являются неотъемлемой частью настоящего договора приложение техническое задание листах приложение календарный план выполнения работ листах вопросы урегулированные настоящим договором разрешаются соответствии действующим законодательством российской федерации местонахождение банковские реквизиты сторон заказчик названиеконтр инн иннконтр кпп кппконтр огрн огрнконтр адрес адресконтр р расчетныйсчетконтр банк наименованиебанкаконтр бик бикбанкаконтр корр коррсчетконтр фиоконтрдляподписи м п исполнитель фиоип инн инн огрн огрн адрес адресдлядокументов р расчетныйсчет банк наименованиебанкаигородбанка бик бик корр коррсчет фиодляподписи м п,настоящего договора сдачи приемки настоящему договору выполнения работ настоящий договор акта сдачи приемки работ непреодолимой силы сторонами акта частью настоящего,3
214d620d9c54bc83111277dd872d3cb2,договор поставки поставка указывается предмет договора г красноярск г федеральное государственное автономное образовательное учре ждение высшего профессионального образования сибирский федеральный университет лице ректора ваганова евгения александровича действующего основании устава именуемое дальнейшем заказчик одной стороны лиц е генерального директора действующего основании устава именуемое дальнейшем поставщик стороны именуемые дальнейшем стороны исполнение обязательств университета договору которому университет является исполнителем счет средств имеющих специальное целевое назначение заключили настоящий договор нижеследующем предмет договора поставщик поставляет далее тексту товар заказчик оплачивает соответствующий товар условиях указанных настоящем договоре наименование ассортимент комплектация технические функциональные характеристики количество товара иные характеристики указываются приложении специф икации настоящему договору являющемся неотъемлемой частью товар должен новым бывшим употреблении восстановленным промышленного производства должен иметь дефектов товар должен изготовлен соответствии требованиями производству технологическим процессам иными требованиями установленными действующими нормативными правовыми актами российской федерации год выпуска товара ранее года товар должен соответствовать требованиям гост ту санитарно эпиде миологическим правилам нормативам т п соответствующие требования предусмотрены действующими нормативными правовыми актами российской федерации товар должен маркирован упакован транспортироваться соответствии требованиями госта оответствующего вида продукции упаковка должна иметь ненарушенную защиту вскрытия иметь иных повреждений должна защищать товар загрязнения обеспечивать сохранность товара течение срока хранения поставляемому товару поставщик прилаг ает следующие документы указывается перечень документов передаваемых вместе товаром указанные документы поставщик направляет заказчику вместе товаром высылает счетом фактурой каждое наименование товара поставщиком поставке предоставляется соответствующий сертификат случаях такое требование установлено действующими нормативно правовыми актами российской федерации срок поставки товара определяется календарной датой например момента заключения договора декабря года июля года декабря года периодом времени например течение месяца момента заключения договора место поставки товара конкретный адрес место нахождения заказчика либо указание месту нахождения поставщика случае производится выборка товара склада поставщика случае выборки товара склада пос тавщика договор включается следующее условие передача товара партии товара заказчику осуществляется складе поставщика расположенном адресу г ул выборка товара выборка товара должна производит ься заказчиком позднее десяти рабочих дней момента получения заказчиком уведомления поставщика готовности товара передаче поставщик обязан уведомить заказчика готовности товара передаче течение двух рабочих дней момента получения авансового платежа предусмотренного п настоящего договора момента заключения договора момента получения заявки заказчика др,актами российской момента заключения правовыми актами заключения договора российской федерации момента получения товар должен дней момента договора момента нормативными правовыми,1
